DateRep,CountryExp,NewConfCases,NewDeaths
1/22/2020,Cambodia,0,0
1/21/2020,Cambodia,0,0
1/20/2020,Cambodia,0,0
1/19/2020,Cambodia,0,0
1/18/2020,Cambodia,0,0
1/17/2020,Cambodia,0,0
1/16/2020,Cambodia,0,0
1/15/2020,Cambodia,0,0
1/14/2020,Cambodia,0,0
1/13/2020,Cambodia,0,0
1/12/2020,Cambodia,0,0
1/11/2020,Cambodia,0,0
1/10/2020,Cambodia,0,0
1/9/2020,Cambodia,0,0
1/8/2020,Cambodia,0,0
1/7/2020,Cambodia,0,0
1/6/2020,Cambodia,0,0
1/5/2020,Cambodia,0,0
1/4/2020,Cambodia,0,0
1/3/2020,Cambodia,0,0
1/2/2020,Cambodia,0,0
1/1/2020,Cambodia,0,0
12/31/2019,Cambodia,0,0
3/19/2020,Cameroon,0,0
3/18/2020,Cameroon,6,0
3/17/2020,Cameroon,0,0
3/16/2020,Cameroon,1,0
3/15/2020,Cameroon,1,0
3/9/2020,Cameroon,1,0
3/7/2020,Cameroon,1,0
3/19/2020,CANADA,121,1
3/18/2020,CANADA,145,4
3/17/2020,Canada,120,3
3/16/2020,Canada,60,0
3/15/2020,Canada,68,0
3/14/2020,Canada,38,0
3/13/2020,Canada,35,0
3/12/2020,Canada,10,0
3/11/2020,Canada,16,0
3/10/2020,Canada,15,1
3/9/2020,Canada,5,0
3/8/2020,Canada,6,0
3/7/2020,Canada,6,0
3/6/2020,Canada,12,0
3/5/2020,Canada,3,0
3/4/2020,Canada,3,0
3/3/2020,Canada,3,0
3/2/2020,Canada,4,0
3/1/2020,Canada,4,0
2/29/2020,Canada,2,0
2/28/2020,Canada,2,0
2/27/2020,Canada,1,0
2/26/2020,Canada,0,0
2/25/2020,Canada,2,0
2/24/2020,Canada,0,0
2/23/2020,Canada,0,0
2/22/2020,Canada,0,0
2/21/2020,Canada,1,0
2/20/2020,Canada,0,0
2/19/2020,Canada,0,0
2/18/2020,Canada,0,0
2/17/2020,Canada,0,0
2/16/2020,Canada,0,0
2/15/2020,Canada,1,0
2/14/2020,Canada,0,0
2/13/2020,Canada,0,0
2/12/2020,Canada,0,0
2/11/2020,Canada,0,0
2/10/2020,Canada,0,0
2/9/2020,Canada,0,0
2/8/2020,Canada,0,0
2/7/2020,Canada,2,0
2/6/2020,Canada,0,0
2/5/2020,Canada,1,0
2/4/2020,Canada,0,0
2/3/2020,Canada,0,0
2/2/2020,Canada,0,0
2/1/2020,Canada,1,0
1/31/2020,Canada,0,0
1/30/2020,Canada,0,0
1/29/2020,Canada,1,0
1/28/2020,Canada,1,0
1/27/2020,Canada,0,0
1/26/2020,Canada,1,0
1/25/2020,Canada,0,0
1/24/2020,Canada,0,0
1/23/2020,Canada,0,0
1/22/2020,Canada,0,0
1/21/2020,Canada,0,0
1/20/2020,Canada,0,0
1/19/2020,Canada,0,0
1/18/2020,Canada,0,0
1/17/2020,Canada,0,0
1/16/2020,Canada,0,0
1/15/2020,Canada,0,0
1/14/2020,Canada,0,0
1/13/2020,Canada,0,0
1/12/2020,Canada,0,0
1/11/2020,Canada,0,0
1/10/2020,Canada,0,0
1/9/2020,Canada,0,0
1/8/2020,Canada,0,0
1/7/2020,Canada,0,0
1/6/2020,Canada,0,0
1/5/2020,Canada,0,0
1/4/2020,Canada,0,0
1/3/2020,Canada,0,0
1/2/2020,Canada,0,0
1/1/2020,Canada,0,0
12/31/2019,Canada,0,0
3/10/2020,Cases_on_an_international_conveyance_Japan,-9,1
3/2/2020,Cases_on_an_international_conveyance_Japan,0,0
3/1/2020,Cases_on_an_international_conveyance_Japan,0,0
2/29/2020,Cases_on_an_international_conveyance_Japan,0,2
2/28/2020,Cases_on_an_international_conveyance_Japan,0,0
2/27/2020,Cases_on_an_international_conveyance_Japan,14,0
2/26/2020,Cases_on_an_international_conveyance_Japan,0,1
2/25/2020,Cases_on_an_international_conveyance_Japan,0,0
2/24/2020,Cases_on_an_international_conveyance_Japan,57,1
2/23/2020,Cases_on_an_international_conveyance_Japan,0,0
2/22/2020,Cases_on_an_international_conveyance_Japan,0,0
2/21/2020,Cases_on_an_international_conveyance_Japan,13,0
2/20/2020,Cases_on_an_international_conveyance_Japan,79,2
2/19/2020,Cases_on_an_international_conveyance_Japan,88,0
2/18/2020,Cases_on_an_international_conveyance_Japan,99,0
2/17/2020,Cases_on_an_international_conveyance_Japan,0,0
2/16/2020,Cases_on_an_international_conveyance_Japan,134,0
2/15/2020,Cases_on_an_international_conveyance_Japan,0,0
2/14/2020,Cases_on_an_international_conveyance_Japan,47,0
2/13/2020,Cases_on_an_international_conveyance_Japan,0,0
2/12/2020,Cases_on_an_international_conveyance_Japan,39,0
2/11/2020,Cases_on_an_international_conveyance_Japan,65,0
2/10/2020,Cases_on_an_international_conveyance_Japan,6,0
2/9/2020,Cases_on_an_international_conveyance_Japan,0,0
2/8/2020,Cases_on_an_international_conveyance_Japan,3,0
2/7/2020,Cases_on_an_international_conveyance_Japan,41,0
2/6/2020,Cases_on_an_international_conveyance_Japan,10,0
2/5/2020,Cases_on_an_international_conveyance_Japan,10,0
2/4/2020,Cases_on_an_international_conveyance_Japan,0,0
2/3/2020,Cases_on_an_international_conveyance_Japan,0,0
2/2/2020,Cases_on_an_international_conveyance_Japan,0,0
2/1/2020,Cases_on_an_international_conveyance_Japan,0,0
1/31/2020,Cases_on_an_international_conveyance_Japan,0,0
1/30/2020,Cases_on_an_international_conveyance_Japan,0,0
1/29/2020,Cases_on_an_international_conveyance_Japan,0,0
1/28/2020,Cases_on_an_international_conveyance_Japan,0,0
1/27/2020,Cases_on_an_international_conveyance_Japan,0,0
1/26/2020,Cases_on_an_international_conveyance_Japan,0,0
1/25/2020,Cases_on_an_international_conveyance_Japan,0,0
1/24/2020,Cases_on_an_international_conveyance_Japan,0,0
1/23/2020,Cases_on_an_international_conveyance_Japan,0,0
1/22/2020,Cases_on_an_international_conveyance_Japan,0,0
1/21/2020,Cases_on_an_international_conveyance_Japan,0,0
1/20/2020,Cases_on_an_international_conveyance_Japan,0,0
1/19/2020,Cases_on_an_international_conveyance_Japan,0,0
1/18/2020,Cases_on_an_international_conveyance_Japan,0,0
1/17/2020,Cases_on_an_international_conveyance_Japan,0,0
1/16/2020,Cases_on_an_international_conveyance_Japan,0,0
1/15/2020,Cases_on_an_international_conveyance_Japan,0,0
1/14/2020,Cases_on_an_international_conveyance_Japan,0,0
1/13/2020,Cases_on_an_international_conveyance_Japan,0,0
1/12/2020,Cases_on_an_international_conveyance_Japan,0,0
1/11/2020,Cases_on_an_international_conveyance_Japan,0,0
1/10/2020,Cases_on_an_international_conveyance_Japan,0,0
1/9/2020,Cases_on_an_international_conveyance_Japan,0,0
1/8/2020,Cases_on_an_international_conveyance_Japan,0,0
1/7/2020,Cases_on_an_international_conveyance_Japan,0,0
1/6/2020,Cases_on_an_international_conveyance_Japan,0,0
1/5/2020,Cases_on_an_international_conveyance_Japan,0,0
1/4/2020,Cases_on_an_international_conveyance_Japan,0,0
1/3/2020,Cases_on_an_international_conveyance_Japan,0,0
1/2/2020,Cases_on_an_international_conveyance_Japan,0,0
1/1/2020,Cases_on_an_international_conveyance_Japan,0,0
12/31/2019,Cases_on_an_international_conveyance_Japan,0,0
3/19/2020,Central_African_Republic,0,0
3/18/2020,Central_African_Republic,0,0
3/17/2020,Central_African_Republic,0,0
3/16/2020,Central_African_Republic,1,0
3/19/2020,Chile,37,0
3/18/2020,Chile,45,0
3/17/2020,Chile,81,0
3/16/2020,Chile,14,0
3/15/2020,Chile,18,0
3/14/2020,Chile,10,0
3/13/2020,Chile,10,0
3/12/2020,Chile,6,0
3/11/2020,Chile,4,0
3/10/2020,Chile,3,0
3/9/2020,Chile,5,0
3/7/2020,Chile,1,0
3/6/2020,Chile,1,0
3/5/2020,Chile,2,0
3/4/2020,Chile,1,0
3/19/2020,China,75,8
3/18/2020,China,33,16
3/17/2020,China,110,9
3/16/2020,China,25,14
3/15/2020,China,22,9
3/14/2020,China,19,15
3/13/2020,China,22,7
3/12/2020,China,24,11
3/11/2020,China,29,22
3/10/2020,China,20,17
3/9/2020,China,45,23
3/8/2020,China,46,27
3/7/2020,China,101,28
3/6/2020,China,170,30
3/5/2020,China,117,31
3/4/2020,China,119,37
3/3/2020,China,127,32
3/2/2020,China,205,42
3/1/2020,China,574,35
2/29/2020,China,428,47
2/28/2020,China,329,44
2/27/2020,China,439,29
2/26/2020,China,410,52
2/25/2020,China,515,70
2/24/2020,China,218,150
2/23/2020,China,647,98
2/22/2020,China,826,109
2/21/2020,China,891,118
2/20/2020,China,394,112
2/19/2020,China,1750,139
2/18/2020,China,1890,98
2/17/2020,China,2052,105
2/16/2020,China,2007,142
2/15/2020,China,2538,143
2/14/2020,China,4156,13
2/13/2020,China,15141,254
2/12/2020,China,2028,97
2/11/2020,China,2490,108
2/10/2020,China,2974,97
2/9/2020,China,2607,89
2/8/2020,China,3418,86
2/7/2020,China,3160,73
2/6/2020,China,3727,72
2/5/2020,China,3872,66
2/4/2020,China,3237,65
2/3/2020,China,2812,57
2/2/2020,China,2590,45
2/1/2020,China,2095,46
1/31/2020,China,1980,43
1/30/2020,China,1740,38
1/29/2020,China,1466,26
1/28/2020,China,1753,25
1/27/2020,China,787,25
1/26/2020,China,665,15
1/25/2020,China,441,15
1/24/2020,China,259,9
1/23/2020,China,97,0
1/22/2020,China,140,11
1/21/2020,China,151,3
1/20/2020,China,19,0
1/19/2020,China,136,1
1/18/2020,China,17,0
1/17/2020,China,4,0
1/16/2020,China,0,0
1/15/2020,China,0,1
1/14/2020,China,0,0
1/13/2020,China,0,0
1/12/2020,China,0,0
1/11/2020,China,0,1
1/10/2020,China,0,0
1/9/2020,China,0,0
1/8/2020,China,0,0
1/7/2020,China,0,0
1/6/2020,China,0,0
1/5/2020,China,15,0
1/4/2020,China,0,0
1/3/2020,China,17,0
1/2/2020,China,0,0
1/1/2020,China,0,0
12/31/2019,China,27,0
3/19/2020,Colombia,37,0
3/18/2020,Colombia,8,0
3/17/2020,Colombia,12,0
3/16/2020,Colombia,11,0
3/15/2020,Colombia,18,0
3/14/2020,Colombia,7,0
3/12/2020,Colombia,6,0
3/10/2020,Colombia,2,0
3/7/2020,Colombia,1,0
3/19/2020,Congo,2,0
3/18/2020,Congo,0,0
3/17/2020,Congo,0,0
3/16/2020,Congo,1,0
3/19/2020,Costa_Rica,19,1
3/18/2020,Costa_Rica,9,0
3/17/2020,Costa_Rica,6,0
3/16/2020,Costa_Rica,8,0
3/15/2020,Costa_Rica,1,0
3/14/2020,Costa_Rica,3,0
3/13/2020,Costa_Rica,1,0
3/12/2020,Costa_Rica,9,0
3/11/2020,Costa_Rica,4,0
3/10/2020,Costa_Rica,4,0
3/9/2020,Costa_Rica,4,0
3/7/2020,Costa_Rica,1,0
3/19/2020,Cote_dIvoire,1,0
3/18/2020,Cote_dIvoire,0,0
3/17/2020,Cote_dIvoire,1,0
3/16/2020,Cote_dIvoire,0,0
3/15/2020,Cote_dIvoire,3,0
3/12/2020,Cote_dIvoire,1,0
3/19/2020,Croatia,12,0
3/18/2020,Croatia,13,0
3/17/2020,Croatia,8,0
3/16/2020,Croatia,11,0
3/15/2020,Croatia,6,0
3/14/2020,Croatia,6,0
3/13/2020,Croatia,9,0
3/12/2020,Croatia,3,0
3/11/2020,Croatia,1,0
3/8/2020,Croatia,1,0
3/7/2020,Croatia,1,0
3/6/2020,Croatia,1,0
3/4/2020,Croatia,1,0
3/3/2020,Croatia,1,0
3/2/2020,Croatia,2,0
3/1/2020,Croatia,0,0
2/29/2020,Croatia,2,0
2/28/2020,Croatia,1,0
2/27/2020,Croatia,1,0
2/26/2020,Croatia,1,0
2/25/2020,Croatia,0,0
2/24/2020,Croatia,0,0
2/23/2020,Croatia,0,0
2/22/2020,Croatia,0,0
2/21/2020,Croatia,0,0
2/20/2020,Croatia,0,0
2/19/2020,Croatia,0,0
2/18/2020,Croatia,0,0
2/17/2020,Croatia,0,0
2/16/2020,Croatia,0,0
2/15/2020,Croatia,0,0
2/14/2020,Croatia,0,0
2/13/2020,Croatia,0,0
2/12/2020,Croatia,0,0
2/11/2020,Croatia,0,0
2/10/2020,Croatia,0,0
2/9/2020,Croatia,0,0
2/8/2020,Croatia,0,0
2/7/2020,Croatia,0,0
2/6/2020,Croatia,0,0
2/5/2020,Croatia,0,0
2/4/2020,Croatia,0,0
2/3/2020,Croatia,0,0
2/2/2020,Croatia,0,0
2/1/2020,Croatia,0,0
1/31/2020,Croatia,0,0
1/30/2020,Croatia,0,0
1/29/2020,Croatia,0,0
1/28/2020,Croatia,0,0
1/27/2020,Croatia,0,0
1/26/2020,Croatia,0,0
1/25/2020,Croatia,0,0
1/24/2020,Croatia,0,0
1/23/2020,Croatia,0,0
1/22/2020,Croatia,0,0
1/21/2020,Croatia,0,0
1/20/2020,Croatia,0,0
1/19/2020,Croatia,0,0
1/18/2020,Croatia,0,0
1/17/2020,Croatia,0,0
1/16/2020,Croatia,0,0
1/15/2020,Croatia,0,0
1/14/2020,Croatia,0,0
1/13/2020,Croatia,0,0
1/12/2020,Croatia,0,0
1/11/2020,Croatia,0,0
1/10/2020,Croatia,0,0
1/9/2020,Croatia,0,0
1/8/2020,Croatia,0,0
1/7/2020,Croatia,0,0
1/6/2020,Croatia,0,0
1/5/2020,Croatia,0,0
1/4/2020,Croatia,0,0
1/3/2020,Croatia,0,0
1/2/2020,Croatia,0,0
1/1/2020,Croatia,0,0
12/31/2019,Croatia,0,0
3/19/2020,Cuba,4,1
3/18/2020,Cuba,3,0
3/15/2020,Cuba,0,0
3/14/2020,Cuba,1,0
3/12/2020,Cuba,3,0
3/19/2020,Cyprus,18,0
3/18/2020,Cyprus,0,0
3/17/2020,Cyprus,10,0
3/16/2020,Cyprus,9,0
3/15/2020,Cyprus,7,0
3/14/2020,Cyprus,8,0
3/12/2020,Cyprus,4,0
3/10/2020,Cyprus,2,0
3/19/2020,Czech_Republic,88,0
3/18/2020,Czech_Republic,90,0
3/17/2020,Czech_Republic,46,0
3/16/2020,Czech_Republic,84,0
3/15/2020,Czech_Republic,64,0
3/14/2020,Czech_Republic,34,0
3/13/2020,Czech_Republic,22,0
3/12/2020,Czech_Republic,31,0
3/11/2020,Czech_Republic,23,0
3/10/2020,Czech_Republic,8,0
3/9/2020,Czech_Republic,6,0
3/8/2020,Czech_Republic,7,0
3/7/2020,Czech_Republic,7,0
3/6/2020,Czech_Republic,4,0
3/5/2020,Czech_Republic,3,0
3/4/2020,Czech_Republic,0,0
3/3/2020,Czech_Republic,2,0
3/2/2020,Czech_Republic,3,0
3/1/2020,Czech_Republic,0,0
2/29/2020,Czech_Republic,0,0
2/28/2020,Czech_Republic,0,0
2/27/2020,Czech_Republic,0,0
2/26/2020,Czech_Republic,0,0
2/25/2020,Czech_Republic,0,0
2/24/2020,Czech_Republic,0,0
2/23/2020,Czech_Republic,0,0
2/22/2020,Czech_Republic,0,0
2/21/2020,Czech_Republic,0,0
2/20/2020,Czech_Republic,0,0
2/19/2020,Czech_Republic,0,0
2/18/2020,Czech_Republic,0,0
2/17/2020,Czech_Republic,0,0
2/16/2020,Czech_Republic,0,0
2/15/2020,Czech_Republic,0,0
2/14/2020,Czech_Republic,0,0
2/13/2020,Czech_Republic,0,0
2/12/2020,Czech_Republic,0,0
2/11/2020,Czech_Republic,0,0
2/10/2020,Czech_Republic,0,0
2/9/2020,Czech_Republic,0,0
2/8/2020,Czech_Republic,0,0
2/7/2020,Czech_Republic,0,0
2/6/2020,Czech_Republic,0,0
2/5/2020,Czech_Republic,0,0
2/4/2020,Czech_Republic,0,0
2/3/2020,Czech_Republic,0,0
2/2/2020,Czech_Republic,0,0
2/1/2020,Czech_Republic,0,0
1/31/2020,Czech_Republic,0,0
1/30/2020,Czech_Republic,0,0
1/29/2020,Czech_Republic,0,0
1/28/2020,Czech_Republic,0,0
1/27/2020,Czech_Republic,0,0
1/26/2020,Czech_Republic,0,0
1/25/2020,Czech_Republic,0,0
1/24/2020,Czech_Republic,0,0
1/23/2020,Czech_Republic,0,0
1/22/2020,Czech_Republic,0,0
1/21/2020,Czech_Republic,0,0
1/20/2020,Czech_Republic,0,0
1/19/2020,Czech_Republic,0,0
1/18/2020,Czech_Republic,0,0
1/17/2020,Czech_Republic,0,0
1/16/2020,Czech_Republic,0,0
1/15/2020,Czech_Republic,0,0
1/14/2020,Czech_Republic,0,0
1/13/2020,Czech_Republic,0,0
1/12/2020,Czech_Republic,0,0
1/11/2020,Czech_Republic,0,0
1/10/2020,Czech_Republic,0,0
1/9/2020,Czech_Republic,0,0
1/8/2020,Czech_Republic,0,0
1/7/2020,Czech_Republic,0,0
1/6/2020,Czech_Republic,0,0
1/5/2020,Czech_Republic,0,0
1/4/2020,Czech_Republic,0,0
1/3/2020,Czech_Republic,0,0
1/2/2020,Czech_Republic,0,0
1/1/2020,Czech_Republic,0,0
12/31/2019,Czech_Republic,0,0
3/19/2020,Democratic_Republic_of_the_Congo,11,0
3/18/2020,Democratic_Republic_of_the_Congo,0,0
3/17/2020,Democratic_Republic_of_the_Congo,1,0
3/16/2020,Democratic_Republic_of_the_Congo,0,0
3/15/2020,Democratic_Republic_of_the_Congo,0,0
3/14/2020,Democratic_Republic_of_the_Congo,1,0
3/11/2020,Democratic_Republic_of_the_Congo,1,0
3/19/2020,Denmark,91,0
3/18/2020,Denmark,92,3
3/17/2020,Denmark,57,0
3/16/2020,Denmark,48,1
3/15/2020,Denmark,23,0
3/14/2020,Denmark,128,0
3/13/2020,Denmark,160,0
3/12/2020,Denmark,252,0
3/11/2020,Denmark,151,0
3/10/2020,Denmark,75,0
3/9/2020,Denmark,7,0
3/8/2020,Denmark,8,0
3/7/2020,Denmark,3,0
3/6/2020,Denmark,10,0
3/5/2020,Denmark,2,0
3/4/2020,Denmark,3,0
3/3/2020,Denmark,1,0
3/2/2020,Denmark,1,0
3/1/2020,Denmark,1,0
2/29/2020,Denmark,1,0
2/28/2020,Denmark,0,0
2/27/2020,Denmark,1,0
2/26/2020,Denmark,0,0
2/25/2020,Denmark,0,0
2/24/2020,Denmark,0,0
2/23/2020,Denmark,0,0
2/22/2020,Denmark,0,0
2/21/2020,Denmark,0,0
2/20/2020,Denmark,0,0
2/19/2020,Denmark,0,0
2/18/2020,Denmark,0,0
2/17/2020,Denmark,0,0
2/16/2020,Denmark,0,0
2/15/2020,Denmark,0,0
2/14/2020,Denmark,0,0
2/13/2020,Denmark,0,0
2/12/2020,Denmark,0,0
2/11/2020,Denmark,0,0
2/10/2020,Denmark,0,0
2/9/2020,Denmark,0,0
2/8/2020,Denmark,0,0
2/7/2020,Denmark,0,0
2/6/2020,Denmark,0,0
2/5/2020,Denmark,0,0
2/4/2020,Denmark,0,0
2/3/2020,Denmark,0,0
2/2/2020,Denmark,0,0
2/1/2020,Denmark,0,0
1/31/2020,Denmark,0,0
1/30/2020,Denmark,0,0
1/29/2020,Denmark,0,0
1/28/2020,Denmark,0,0
1/27/2020,Denmark,0,0
1/26/2020,Denmark,0,0
1/25/2020,Denmark,0,0
1/24/2020,Denmark,0,0
1/23/2020,Denmark,0,0
1/22/2020,Denmark,0,0
1/21/2020,Denmark,0,0
1/20/2020,Denmark,0,0
1/19/2020,Denmark,0,0
1/18/2020,Denmark,0,0
1/17/2020,Denmark,0,0
1/16/2020,Denmark,0,0
1/15/2020,Denmark,0,0
1/14/2020,Denmark,0,0
1/13/2020,Denmark,0,0
1/12/2020,Denmark,0,0
1/11/2020,Denmark,0,0
1/10/2020,Denmark,0,0
1/9/2020,Denmark,0,0
1/8/2020,Denmark,0,0
1/7/2020,Denmark,0,0
1/6/2020,Denmark,0,0
1/5/2020,Denmark,0,0
1/4/2020,Denmark,0,0
1/3/2020,Denmark,0,0
1/2/2020,Denmark,0,0
1/1/2020,Denmark,0,0
12/31/2019,Denmark,0,0
3/19/2020,Djibouti,1,0
3/19/2020,Dominican_Republic,10,0
3/18/2020,Dominican_Republic,0,0
3/17/2020,Dominican_Republic,0,0
3/16/2020,Dominican_Republic,0,0
3/15/2020,Dominican_Republic,0,0
3/14/2020,Dominican_Republic,6,0
3/10/2020,Dominican_Republic,3,0
3/7/2020,Dominican_Republic,1,0
3/2/2020,Dominican_Republic,1,0
3/1/2020,Dominican_Republic,0,0
2/29/2020,Dominican_Republic,0,0
2/28/2020,Dominican_Republic,0,0
2/27/2020,Dominican_Republic,0,0
2/26/2020,Dominican_Republic,0,0
2/25/2020,Dominican_Republic,0,0
2/24/2020,Dominican_Republic,0,0
2/23/2020,Dominican_Republic,0,0
2/22/2020,Dominican_Republic,0,0
2/21/2020,Dominican_Republic,0,0
2/20/2020,Dominican_Republic,0,0
2/19/2020,Dominican_Republic,0,0
2/18/2020,Dominican_Republic,0,0
2/17/2020,Dominican_Republic,0,0
2/16/2020,Dominican_Republic,0,0
2/15/2020,Dominican_Republic,0,0
2/14/2020,Dominican_Republic,0,0
2/13/2020,Dominican_Republic,0,0
2/12/2020,Dominican_Republic,0,0
2/11/2020,Dominican_Republic,0,0
2/10/2020,Dominican_Republic,0,0
2/9/2020,Dominican_Republic,0,0
2/8/2020,Dominican_Republic,0,0
2/7/2020,Dominican_Republic,0,0
2/6/2020,Dominican_Republic,0,0
2/5/2020,Dominican_Republic,0,0
2/4/2020,Dominican_Republic,0,0
2/3/2020,Dominican_Republic,0,0
2/2/2020,Dominican_Republic,0,0
2/1/2020,Dominican_Republic,0,0
1/31/2020,Dominican_Republic,0,0
1/30/2020,Dominican_Republic,0,0
1/29/2020,Dominican_Republic,0,0
1/28/2020,Dominican_Republic,0,0
1/27/2020,Dominican_Republic,0,0
1/26/2020,Dominican_Republic,0,0
1/25/2020,Dominican_Republic,0,0
1/24/2020,Dominican_Republic,0,0
1/23/2020,Dominican_Republic,0,0
1/22/2020,Dominican_Republic,0,0
1/21/2020,Dominican_Republic,0,0
1/20/2020,Dominican_Republic,0,0
1/19/2020,Dominican_Republic,0,0
1/18/2020,Dominican_Republic,0,0
1/17/2020,Dominican_Republic,0,0
1/16/2020,Dominican_Republic,0,0
1/15/2020,Dominican_Republic,0,0
1/14/2020,Dominican_Republic,0,0
1/13/2020,Dominican_Republic,0,0
1/12/2020,Dominican_Republic,0,0
1/11/2020,Dominican_Republic,0,0
1/10/2020,Dominican_Republic,0,0
1/9/2020,Dominican_Republic,0,0
1/8/2020,Dominican_Republic,0,0
1/7/2020,Dominican_Republic,0,0
1/6/2020,Dominican_Republic,0,0
1/5/2020,Dominican_Republic,0,0
1/4/2020,Dominican_Republic,0,0
1/3/2020,Dominican_Republic,0,0
1/2/2020,Dominican_Republic,0,0
1/1/2020,Dominican_Republic,0,0
12/31/2019,Dominican_Republic,0,0
3/19/2020,Ecuador,57,1
3/18/2020,Ecuador,53,0
3/17/2020,Ecuador,21,0
3/16/2020,Ecuador,9,0
3/15/2020,Ecuador,5,1
3/14/2020,Ecuador,6,1
3/11/2020,Ecuador,2,0
3/10/2020,Ecuador,1,0
3/9/2020,Ecuador,1,0
3/6/2020,Ecuador,3,0
3/5/2020,Ecuador,3,0
3/3/2020,Ecuador,1,0
3/2/2020,Ecuador,5,0
3/1/2020,Ecuador,1,0
2/29/2020,Ecuador,0,0
2/28/2020,Ecuador,0,0
2/27/2020,Ecuador,0,0
2/26/2020,Ecuador,0,0
2/25/2020,Ecuador,0,0
2/24/2020,Ecuador,0,0
2/23/2020,Ecuador,0,0
2/22/2020,Ecuador,0,0
2/21/2020,Ecuador,0,0
2/20/2020,Ecuador,0,0
2/19/2020,Ecuador,0,0
2/18/2020,Ecuador,0,0
2/17/2020,Ecuador,0,0
2/16/2020,Ecuador,0,0
2/15/2020,Ecuador,0,0
2/14/2020,Ecuador,0,0
2/13/2020,Ecuador,0,0
2/12/2020,Ecuador,0,0
2/11/2020,Ecuador,0,0
2/10/2020,Ecuador,0,0
2/9/2020,Ecuador,0,0
2/8/2020,Ecuador,0,0
2/7/2020,Ecuador,0,0
2/6/2020,Ecuador,0,0
2/5/2020,Ecuador,0,0
2/4/2020,Ecuador,0,0
2/3/2020,Ecuador,0,0
2/2/2020,Ecuador,0,0
2/1/2020,Ecuador,0,0
1/31/2020,Ecuador,0,0
1/30/2020,Ecuador,0,0
1/29/2020,Ecuador,0,0
1/28/2020,Ecuador,0,0
1/27/2020,Ecuador,0,0
1/26/2020,Ecuador,0,0
1/25/2020,Ecuador,0,0
1/24/2020,Ecuador,0,0
1/23/2020,Ecuador,0,0
1/22/2020,Ecuador,0,0
1/21/2020,Ecuador,0,0
1/20/2020,Ecuador,0,0
1/19/2020,Ecuador,0,0
1/18/2020,Ecuador,0,0
1/17/2020,Ecuador,0,0
1/16/2020,Ecuador,0,0
1/15/2020,Ecuador,0,0
1/14/2020,Ecuador,0,0
1/13/2020,Ecuador,0,0
1/12/2020,Ecuador,0,0
1/11/2020,Ecuador,0,0
1/10/2020,Ecuador,0,0
1/9/2020,Ecuador,0,0
1/8/2020,Ecuador,0,0
1/7/2020,Ecuador,0,0
1/6/2020,Ecuador,0,0
1/5/2020,Ecuador,0,0
1/4/2020,Ecuador,0,0
1/3/2020,Ecuador,0,0
1/2/2020,Ecuador,0,0
1/1/2020,Ecuador,0,0
12/31/2019,Ecuador,0,0
3/19/2020,Egypt,30,2
3/18/2020,Egypt,40,2
3/17/2020,Egypt,16,0
3/16/2020,Egypt,17,0
3/15/2020,Egypt,0,0
3/14/2020,Egypt,13,0
3/13/2020,Egypt,20,1
3/12/2020,Egypt,1,0
3/11/2020,Egypt,4,0
3/10/2020,Egypt,6,0
3/9/2020,Egypt,34,1
3/7/2020,Egypt,12,0
3/6/2020,Egypt,1,0
3/2/2020,Egypt,1,0
3/1/2020,Egypt,0,0
2/29/2020,Egypt,0,0
2/28/2020,Egypt,0,0
2/27/2020,Egypt,0,0
2/26/2020,Egypt,0,0
2/25/2020,Egypt,0,0
2/24/2020,Egypt,0,0
2/23/2020,Egypt,0,0
2/22/2020,Egypt,0,0
2/21/2020,Egypt,0,0
2/20/2020,Egypt,0,0
2/19/2020,Egypt,0,0
2/18/2020,Egypt,0,0
2/17/2020,Egypt,0,0
2/16/2020,Egypt,0,0
2/15/2020,Egypt,1,0
2/14/2020,Egypt,0,0
2/13/2020,Egypt,0,0
2/12/2020,Egypt,0,0
2/11/2020,Egypt,0,0
2/10/2020,Egypt,0,0
2/9/2020,Egypt,0,0
2/8/2020,Egypt,0,0
2/7/2020,Egypt,0,0
2/6/2020,Egypt,0,0
2/5/2020,Egypt,0,0
2/4/2020,Egypt,0,0
2/3/2020,Egypt,0,0
2/2/2020,Egypt,0,0
2/1/2020,Egypt,0,0
1/31/2020,Egypt,0,0
1/30/2020,Egypt,0,0
1/29/2020,Egypt,0,0
1/28/2020,Egypt,0,0
1/27/2020,Egypt,0,0
1/26/2020,Egypt,0,0
1/25/2020,Egypt,0,0
1/24/2020,Egypt,0,0
1/23/2020,Egypt,0,0
1/22/2020,Egypt,0,0
1/21/2020,Egypt,0,0
1/20/2020,Egypt,0,0
1/19/2020,Egypt,0,0
1/18/2020,Egypt,0,0
1/17/2020,Egypt,0,0
1/16/2020,Egypt,0,0
1/15/2020,Egypt,0,0
1/14/2020,Egypt,0,0
1/13/2020,Egypt,0,0
1/12/2020,Egypt,0,0
1/11/2020,Egypt,0,0
1/10/2020,Egypt,0,0
1/9/2020,Egypt,0,0
1/8/2020,Egypt,0,0
1/7/2020,Egypt,0,0
1/6/2020,Egypt,0,0
1/5/2020,Egypt,0,0
1/4/2020,Egypt,0,0
1/3/2020,Egypt,0,0
1/2/2020,Egypt,0,0
1/1/2020,Egypt,0,0
12/31/2019,Egypt,0,0
3/19/2020,El_Salvador,1,0
3/19/2020,Equatorial_Guinea,2,0
